,东,东北,东南,交易权属,产权年限,供暖方式,北,南,卫,厅,厨,室,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,西,西北,西南,配备电梯,实际成交价,预测价,相对误差
257,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,紫竹院甲3号院,1998.0,板楼,混合结构,85.37,6.0,平层,满五年,普通住宅,非共有,113.0,0.5,低楼层,紫竹桥,海淀,简装,,,,无,756.0,903.4389415220651,0.1950250549233665
258,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,菊园,1995.0,板楼,混合结构,63.55,6.0,平层,满五年,普通住宅,非共有,357.0,0.5,底层,马连洼,海淀,简装,,,,无,418.0,426.9665657034758,0.021451114123147833
259,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,钟表南园,1988.0,板楼,混合结构,41.0,6.0,平层,满两年,普通住宅,非共有,88.0,0.3333333333333333,低楼层,马甸,海淀,其他,,,,无,345.0,295.1465558335768,0.14450273671427008
260,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,3.0,建西苑中里,2005.0,板楼,钢混结构,111.1,6.0,平层,满五年,普通住宅,非共有,244.0,0.5,底层,杨庄,海淀,精装,,,,无,725.0,761.9905176853406,0.051021403703918056
261,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,塔院小区,1989.0,板楼,混合结构,57.3,6.0,平层,满五年,普通住宅,非共有,282.0,0.3333333333333333,底层,牡丹园,海淀,精装,,,,无,563.0,525.0102232470889,0.0674774009820801
262,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,文慧园10号院,1989.0,板楼,混合结构,37.7,6.0,平层,满五年,普通住宅,非共有,136.0,0.3333333333333333,高楼层,新街口,海淀,简装,,,,无,316.0,351.2964535686301,0.11169763787541175
263,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,水利局小区,1999.0,板楼,混合结构,79.1,6.0,平层,满五年,普通住宅,非共有,315.0,0.5,顶层,马连洼,海淀,简装,,,,无,515.0,541.8070206532009,0.052052467287768696
264,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,东南小区,1983.0,板楼,混合结构,61.1,6.0,平层,满五年,普通住宅,非共有,230.0,0.3333333333333333,低楼层,中关村,海淀,简装,,,,无,700.0,803.7437326824688,0.14820533240352687
265,,,1.0,商品房,70.0,自供暖,,,1.0,1.0,1.0,2.0,怡美家园,2004.0,板楼,钢混结构,85.16,18.0,平层,满五年,普通住宅,共有,217.0,0.6666666666666666,低楼层,上地,海淀,简装,,,,有,552.0,572.2222300019059,0.036634474641133924
266,,,,商品房,70.0,自供暖,,,1.0,1.0,1.0,2.0,光大花园,2000.0,塔楼,钢混结构,86.32,17.0,平层,满两年,普通住宅,共有,306.0,0.2,低楼层,万柳,海淀,精装,,,1.0,有,915.0,1051.9040105393078,0.14962186944186648
267,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清河文苑,2004.0,塔楼,钢混结构,63.61,22.0,平层,满五年,普通住宅,共有,135.0,0.2727272727272727,高楼层,清河,海淀,其他,,,,有,406.0,305.4070851471291,0.24776580013022384
268,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,水利局小区,1999.0,板楼,混合结构,79.1,6.0,平层,满五年,普通住宅,共有,150.0,0.5,高楼层,马连洼,海淀,精装,,,,无,475.0,570.4039534665102,0.20085042835054776
269,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,永定路22号院,1989.0,板楼,混合结构,44.1,6.0,平层,满两年,普通住宅,非共有,298.0,0.3333333333333333,高楼层,五棵松,海淀,精装,,,,无,280.0,219.36072990999116,0.21656882175003156
270,1.0,,,商品房,70.0,集中供暖,,,1.0,2.0,1.0,3.0,都景苑,2001.0,塔楼,钢混结构,130.48,24.0,复式,满五年,普通住宅,非共有,367.0,0.3,高楼层,牡丹园,海淀,精装,,,,有,1030.0,1027.559841684671,0.002369085743037837
271,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,蓟门东里,1985.0,板塔结合,钢混结构,66.0,15.0,平层,满两年,普通住宅,共有,304.0,0.2,低楼层,知春路,海淀,简装,,,,有,473.0,524.753549066293,0.10941553713804011
272,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,复兴路乙6号院,1985.0,塔楼,钢混结构,70.8,16.0,平层,满两年,普通住宅,非共有,243.0,0.2222222222222222,高楼层,军博,海淀,精装,,1.0,,有,580.0,575.4151076989617,0.00790498672592807
273,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,邮局宿舍,1997.0,板楼,混合结构,71.4,6.0,平层,满五年,普通住宅,非共有,260.0,0.3333333333333333,中楼层,颐和园,海淀,精装,1.0,,,无,540.0,576.9238648746004,0.06837752754555637
274,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,建西苑北里,2007.0,板塔结合,钢混结构,69.84,14.0,平层,满两年,普通住宅,非共有,59.0,0.25,高楼层,杨庄,海淀,简装,1.0,,,有,416.8,323.9336775683797,0.22280787531578763
275,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,学院路14号院,1987.0,板楼,混合结构,61.6,6.0,平层,满五年,普通住宅,非共有,150.0,0.3333333333333333,顶层,学院路,海淀,简装,,,,无,435.0,452.97617727359625,0.0413245454565431
276,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,翠微南里,1988.0,板楼,混合结构,40.0,6.0,平层,满五年,普通住宅,非共有,99.0,0.3333333333333333,高楼层,公主坟,海淀,其他,,,,无,395.0,348.3234470118541,0.11816848857758452
277,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,普惠南里,1986.0,板楼,混合结构,55.6,6.0,平层,满五年,普通住宅,非共有,393.0,0.3333333333333333,高楼层,公主坟,海淀,精装,,,,无,530.0,539.6725964296959,0.01825018194282243
278,,,,央产房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,西三环北路23号院,1988.0,板楼,混合结构,56.74,6.0,平层,满五年,普通住宅,非共有,168.0,0.3333333333333333,底层,厂洼,海淀,精装,,,,无,500.0,552.385231324498,0.10477046264899605
279,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,加气混凝土厂宿舍,1993.0,板楼,混合结构,45.5,6.0,平层,满五年,普通住宅,共有,226.0,0.3333333333333333,顶层,清河,海淀,简装,,,,无,306.0,283.14035351253096,0.07470472708323214
280,,,,限价商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,1.0,金隅美和园,2008.0,板楼,钢混结构,48.53,9.0,平层,满五年,普通住宅,非共有,84.0,0.3333333333333333,顶层,清河,海淀,其他,,,,有,336.0,272.614861763348,0.18864624475194042
281,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,航南小区,2000.0,塔楼,钢混结构,110.16,18.0,平层,满两年,普通住宅,共有,203.0,0.3333333333333333,高楼层,知春路,海淀,精装,,1.0,,有,915.0,810.9700664345585,0.11369391646496342
282,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清枫华景园,2004.0,塔楼,钢混结构,108.78,18.0,平层,满五年,普通住宅,非共有,345.0,0.2857142857142857,低楼层,学院路,海淀,其他,,,1.0,有,950.0,785.4216813433571,0.17324033542804512
283,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,科育小区,1990.0,板楼,混合结构,67.2,5.0,平层,满五年,普通住宅,共有,378.0,0.3333333333333333,底层,中关村,海淀,精装,,,,无,839.0,905.0197626310265,0.07868863245652746
284,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,金隅美和园,2008.0,板楼,钢混结构,80.52,9.0,平层,满五年,普通住宅,非共有,90.0,0.3333333333333333,顶层,清河,海淀,简装,,,,有,507.0,471.6187535912418,0.06978549587526275
285,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,建西苑北里,2007.0,板塔结合,钢混结构,98.76,14.0,平层,满五年,普通住宅,非共有,165.0,0.3333333333333333,顶层,杨庄,海淀,其他,,,,有,593.0,542.0244884082546,0.08596207688321321
286,,,,商品房,70.0,集中供暖,1.0,1.0,2.0,2.0,1.0,3.0,上地佳园,2004.0,板塔结合,钢混结构,152.27,11.0,平层,满五年,普通住宅,非共有,304.0,0.5,高楼层,上地,海淀,精装,1.0,,,有,1127.0,1057.890351202691,0.061321782428845686
287,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,金沟河2号院,2000.0,板楼,混合结构,100.47,6.0,平层,满五年,普通住宅,非共有,389.0,0.5,高楼层,五棵松,海淀,精装,,,,无,685.0,735.7064110981332,0.07402395780749377
288,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,安宁里南区,2000.0,塔楼,钢混结构,76.57,18.0,平层,满五年,普通住宅,共有,263.0,0.2,中楼层,安宁庄,海淀,精装,1.0,,,有,419.0,483.57443344864953,0.15411559295620414
289,1.0,,,商品房,70.0,集中供暖,,,1.0,2.0,1.0,2.0,翠微路2号院,1996.0,板楼,混合结构,60.6,6.0,平层,满两年,普通住宅,非共有,339.0,0.5,高楼层,公主坟,海淀,精装,1.0,,,无,560.0,538.7793334042567,0.03789404749239874
290,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,常秀家园,1994.0,板楼,混合结构,62.3,6.0,平层,满五年,普通住宅,非共有,102.0,0.5,地下室,西三旗,海淀,精装,,,,无,195.0,111.7343240622373,0.42700346634750097
291,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,水清木华园,1999.0,塔楼,钢混结构,96.83,18.0,平层,满两年,普通住宅,共有,226.0,0.25,中楼层,五道口,海淀,其他,,,,有,927.0,877.4938929650705,0.05340464620812247
292,1.0,,,私产,70.0,集中供暖,1.0,1.0,2.0,1.0,1.0,3.0,沁园公寓,1999.0,塔楼,钢混结构,177.36,24.0,平层,满五年,普通住宅,非共有,238.0,0.25,高楼层,苏州桥,海淀,精装,,,,有,939.0,1280.2925956556244,0.3634638931369802
293,,,,央产房,70.0,集中供暖,1.0,1.0,1.0,,1.0,2.0,核二院,1990.0,板楼,混合结构,41.6,5.0,平层,满五年,普通住宅,非共有,108.0,0.3333333333333333,底层,定慧寺,海淀,毛坯,,,,无,468.0,478.0397263501959,0.021452406731187833
294,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,双榆树北路6号院,1988.0,板楼,混合结构,55.8,6.0,平层,满五年,普通住宅,非共有,364.0,0.3333333333333333,中楼层,双榆树,海淀,其他,,,,无,515.0,515.3018890398553,0.0005861923103985796
295,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,建设研究院,1980.0,板楼,混合结构,39.7,6.0,平层,满五年,普通住宅,非共有,177.0,0.3333333333333333,低楼层,五棵松,海淀,简装,,,,无,421.5,337.1163617371851,0.20019843004226545
296,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,永定路东街5号院,1984.0,板楼,混合结构,57.4,5.0,平层,满两年,普通住宅,非共有,391.0,0.3333333333333333,顶层,五棵松,海淀,精装,,,,无,495.0,507.6947523120856,0.025645964266839592
297,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,塔院小区,1988.0,板楼,混合结构,61.5,6.0,平层,满五年,普通住宅,非共有,188.0,0.3333333333333333,中楼层,牡丹园,海淀,精装,,,,无,520.0,540.6678651318305,0.03974589448428936
298,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,学院南路6号,1988.0,板塔结合,钢混结构,38.87,12.0,平层,满五年,普通住宅,非共有,320.0,0.125,中楼层,小西天,海淀,简装,,,,无,350.0,318.47838412316855,0.09006175964808985
299,1.0,,,商品房,70.0,集中供暖,,1.0,1.0,2.0,1.0,2.0,天兆家园,2003.0,板楼,钢混结构,118.44,22.0,平层,满五年,普通住宅,非共有,245.0,0.6666666666666666,中楼层,西直门,海淀,简装,,,,有,1140.0,1259.9023965713548,0.10517754085206557
300,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,双榆树北里,1986.0,塔楼,钢混结构,43.2,16.0,平层,满五年,普通住宅,非共有,348.0,0.2222222222222222,低楼层,双榆树,海淀,其他,,,,有,459.0,434.53306786474695,0.05330486303976698
301,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,永定路98号院,1981.0,板楼,混合结构,54.1,5.0,平层,满两年,普通住宅,非共有,354.0,0.3333333333333333,中楼层,五棵松,海淀,精装,,,,无,499.0,466.59886882563626,0.06493212660193134
302,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,2.0,华鸿家园,2008.0,板楼,钢混结构,96.09,6.0,平层,满五年,普通住宅,非共有,375.0,0.5,低楼层,西三旗,海淀,精装,,,,有,525.5,556.4323002535407,0.05886260752338856
303,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,万寿路26号院,1990.0,塔楼,钢混结构,39.0,18.0,平层,满五年,普通住宅,非共有,42.0,0.2857142857142857,顶层,公主坟,海淀,简装,,,,有,383.0,377.5138133671337,0.014324247083201808
304,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,昌运宫,1990.0,塔楼,钢混结构,67.51,13.0,平层,满五年,普通住宅,非共有,232.0,0.25,中楼层,紫竹桥,海淀,精装,,1.0,,有,521.0,513.0102549850633,0.015335403099686595
305,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,双榆树北路6号院,1987.0,板楼,混合结构,55.8,6.0,平层,满五年,普通住宅,非共有,329.0,0.3333333333333333,中楼层,双榆树,海淀,简装,,,,无,518.0,514.2975630051737,0.0071475617660738565
306,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,621小区,1980.0,板楼,混合结构,61.5,6.0,平层,满五年,普通住宅,非共有,177.0,0.3333333333333333,高楼层,清河,海淀,精装,,,,无,435.0,421.56170745980955,0.030892626529173437
307,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,1.0,万泉庄小区,1991.0,板楼,混合结构,46.6,6.0,平层,满五年,普通住宅,非共有,244.0,0.5,中楼层,苏州桥,海淀,精装,,,,无,480.0,493.4141065651942,0.02794605534415453
308,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,法华寺小区,1994.0,塔楼,钢混结构,63.4,16.0,平层,满五年,普通住宅,非共有,186.0,0.125,中楼层,魏公村,海淀,简装,,,,有,535.0,629.5618444008696,0.17675111102966287
309,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,翠微路2号院,1998.0,板楼,混合结构,41.9,6.0,平层,满五年,普通住宅,非共有,344.0,0.25,中楼层,公主坟,海淀,简装,,,,无,380.0,423.28716431536657,0.11391359030359623
310,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,北洼东里,1998.0,塔楼,钢混结构,52.71,18.0,平层,满两年,普通住宅,非共有,326.0,0.2222222222222222,中楼层,紫竹桥,海淀,精装,,,,有,420.0,471.386904480254,0.12234977257203328
311,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,北蜂窝路15号院,1997.0,塔楼,钢混结构,51.3,19.0,平层,满五年,普通住宅,非共有,222.0,0.125,高楼层,军博,海淀,精装,,,,无,398.0,363.0863307622998,0.08772278702939754
312,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,西三环北路56号院,1980.0,板楼,混合结构,58.4,6.0,平层,满五年,普通住宅,非共有,103.0,0.3333333333333333,底层,紫竹桥,海淀,其他,,,,无,474.0,483.93969109227464,0.02096981243095916
313,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,永景园,2000.0,板楼,混合结构,66.86,6.0,平层,满五年,普通住宅,非共有,46.0,0.3333333333333333,低楼层,田村,海淀,简装,,,,无,466.5,490.39395970849114,0.05121963495925217
314,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,1.0,菊园,1996.0,板楼,混合结构,48.7,6.0,平层,满五年,普通住宅,非共有,349.0,0.5,底层,马连洼,海淀,简装,,,,无,350.0,307.58841883780156,0.12117594617770984
315,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,永泰园,2002.0,塔楼,钢混结构,114.62,31.0,平层,满五年,普通住宅,非共有,346.0,0.3,低楼层,清河,海淀,精装,,1.0,,有,655.0,642.637159493657,0.018874565658538917
316,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,钟表南园,1988.0,板楼,混合结构,54.9,6.0,平层,满五年,普通住宅,非共有,347.0,0.5,高楼层,马甸,海淀,简装,,,,无,448.5,463.46339153562553,0.033363191829711335
317,1.0,,,商品房,70.0,集中供暖,,,1.0,,1.0,1.0,紫金数码,2007.0,板塔结合,钢混结构,39.48,13.0,平层,满五年,商业办公类,非共有,169.0,0.14285714285714285,低楼层,中关村,海淀,精装,,,,有,258.0,277.3556757562527,0.07502199905524305
318,,,1.0,已购公房,70.0,集中供暖,1.0,,1.0,1.0,1.0,3.0,翠微南里,1990.0,塔楼,钢混结构,90.67,18.0,平层,满五年,普通住宅,共有,279.0,0.2857142857142857,高楼层,公主坟,海淀,简装,,,,有,750.0,765.4939171475729,0.020658556196763888
319,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,金隅翡丽铂爵郡,2014.0,板楼,钢混结构,63.9,6.0,平层,满两年,普通住宅,非共有,223.0,0.3333333333333333,低楼层,西三旗,海淀,精装,,,,有,444.5,393.75561792291523,0.11416058959974075
320,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,小营东路5号院,1996.0,板楼,混合结构,54.1,5.0,平层,满五年,普通住宅,非共有,189.0,0.5,顶层,清河,海淀,简装,,,,无,360.0,352.0703090220503,0.022026919383193583
321,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,红联北村,1993.0,塔楼,钢混结构,43.7,16.0,平层,满两年,普通住宅,非共有,375.0,0.2857142857142857,中楼层,小西天,海淀,精装,,,1.0,有,400.0,359.5945431113024,0.10101364222174397
322,,,,商品房,70.0,集中供暖,,,1.0,2.0,1.0,2.0,汇福轩,2000.0,塔楼,钢混结构,102.27,18.0,平层,满五年,普通住宅,非共有,238.0,0.16666666666666666,低楼层,白石桥,海淀,简装,,,1.0,有,806.0,798.2512378821731,0.00961384878142297
323,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,青云南区,1962.0,板楼,混合结构,102.2,5.0,平层,满五年,普通住宅,非共有,215.0,0.5,底层,皂君庙,海淀,简装,,,,无,740.0,739.2224392540007,0.0010507577648638743
324,,,,商品房,70.0,集中供暖,,,2.0,1.0,1.0,2.0,人济山庄,2001.0,塔楼,钢混结构,117.93,26.0,平层,满五年,普通住宅,非共有,308.0,0.375,中楼层,紫竹桥,海淀,精装,1.0,,,有,1090.0,1133.4879075087456,0.03989716285206018
325,,,,商品房,70.0,集中供暖,1.0,1.0,4.0,2.0,1.0,4.0,褐石,2007.0,板楼,钢混结构,283.48,5.0,跃层,满两年,别墅,非共有,229.0,0.25,底层,五道口,海淀,精装,,,,有,3050.0,2483.6788168462695,0.18567907644384607
326,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,学院南路乙10号院,1987.0,板塔结合,钢混结构,60.8,16.0,平层,满五年,普通住宅,非共有,291.0,0.25,高楼层,小西天,海淀,简装,,,,有,486.0,449.4526827834394,0.07520024118633868
327,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,大慧寺21号院,1990.0,板楼,混合结构,91.3,6.0,平层,满五年,普通住宅,共有,197.0,0.3333333333333333,高楼层,白石桥,海淀,简装,,,,无,800.0,776.9535436215727,0.028808070473034065
328,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,建材城东一里,1996.0,板楼,混合结构,77.9,7.0,平层,满五年,普通住宅,非共有,377.0,0.5,中楼层,西三旗,海淀,精装,,,,无,428.0,501.63968630894124,0.17205534184332064
329,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,塔院小区,1988.0,板楼,混合结构,57.9,6.0,平层,满五年,普通住宅,共有,354.0,0.3333333333333333,高楼层,牡丹园,海淀,精装,,,,无,472.0,535.5756515521358,0.13469417701723688
330,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,红联北村,1993.0,板塔结合,钢混结构,73.5,14.0,平层,满两年,普通住宅,非共有,157.0,0.18181818181818182,中楼层,小西天,海淀,其他,,,,有,520.0,514.3884701909817,0.010791403478881334
331,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,王公坟社区,1989.0,板楼,钢混结构,67.52,10.0,平层,满五年,普通住宅,非共有,100.0,0.5,底层,苏州桥,海淀,精装,,,,有,613.5,684.8633734408147,0.11632171709994248
332,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,水利新宿舍,2012.0,塔楼,钢混结构,78.49,28.0,平层,满两年,普通住宅,共有,97.0,0.3333333333333333,低楼层,公主坟,海淀,简装,,,,有,600.0,681.5344025771014,0.13589067096183574
333,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,玉泉路16号院,1962.0,板楼,混合结构,68.3,5.0,平层,满五年,普通住宅,非共有,189.0,0.3333333333333333,中楼层,玉泉路,海淀,简装,,,,无,359.0,359.17761507697,0.000494749518022362
334,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,复兴路甲65号,1990.0,板塔结合,钢混结构,89.6,12.0,平层,满五年,普通住宅,非共有,286.0,0.18181818181818182,低楼层,万寿路,海淀,简装,,,,有,900.0,791.1686796461736,0.12092368928202935
335,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,万寿路西街9号,1999.0,板楼,混合结构,102.3,7.0,平层,满五年,普通住宅,非共有,175.0,0.5,中楼层,万寿路,海淀,精装,,,,无,959.0,980.6481040253923,0.022573622549939817
336,,,,商品房,70.0,集中供暖,1.0,,1.0,,1.0,1.0,中湾国际,2007.0,塔楼,钢混结构,63.81,19.0,平层,满五年,公寓,非共有,181.0,0.17647058823529413,高楼层,苏州桥,海淀,精装,,,,有,420.0,504.21037260578487,0.20050088715663064
337,,,,商品房,70.0,集中供暖,,,1.0,,1.0,1.0,紫金数码,2007.0,板塔结合,钢混结构,39.4,13.0,平层,满五年,商业办公类,非共有,278.0,0.12903225806451613,中楼层,中关村,海淀,精装,1.0,,,有,280.0,279.555822769075,0.0015863472533035456
338,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,塔院小区,1989.0,板塔结合,钢混结构,45.2,14.0,平层,满五年,普通住宅,非共有,274.0,0.16666666666666666,中楼层,牡丹园,海淀,简装,,,,有,388.0,383.7319053209842,0.011000244018081968
339,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,双榆树北路6号院,1989.0,板楼,混合结构,55.4,6.0,平层,满五年,普通住宅,共有,189.0,0.3333333333333333,低楼层,双榆树,海淀,精装,,,,无,490.0,538.1674758712958,0.09830097116590975
340,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,铁西小区,1990.0,板楼,混合结构,57.7,6.0,平层,满五年,普通住宅,非共有,40.0,0.3333333333333333,中楼层,军博,海淀,简装,,,,无,432.0,503.197486352915,0.16480899618730327
341,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,月季园,1994.0,板楼,混合结构,49.9,7.0,平层,满两年,普通住宅,非共有,358.0,0.5,低楼层,马甸,海淀,简装,,,,无,410.0,395.239911725786,0.036000215302961006
342,,,,二类经济适用房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,航南小区,2000.0,塔楼,钢混结构,128.41,18.0,平层,满五年,普通住宅,非共有,167.0,0.3333333333333333,中楼层,知春路,海淀,精装,,,1.0,有,1140.0,1005.752156107643,0.11776126657224295
